CUSTOMER_ID,DATE,PRODUCT_ID,QUANTITY,LIST_PRICE,SPECIAL
KN03376846,2019-04-17,212238,1.0,0.0,
MR01121417,2019-04-17,360,1.0,6.95,
MR01121417,2019-04-17,552,1.0,5.85,
MR01121417,2019-04-17,141980,1.0,12.95,
MR01121417,2019-04-17,81391,1.0,12.95,
MR01121417,2019-04-17,97957,1.0,14.65,
GV03416838,2018-10-31,112263,1.0,10.95,
GV03416838,2018-10-31,141968,1.0,9.95,
GV03416838,2018-10-31,29980,1.0,3.95,
PT01121203,2018-11-01,1609,1.0,5.95,
PT01121203,2018-11-01,1909,1.0,13.45,
PT01121203,2018-11-01,2005,2.0,19.3,
PT01121203,2018-11-01,60768,4.0,15.0,
PT01121203,2018-11-01,21163,6.0,22.5,
PT01121203,2018-11-01,2906,1.0,7.45,
PT01121203,2018-11-01,3026,1.0,5.25,
PT01121203,2018-11-01,130869,1.0,3.25,
PT01121203,2018-11-01,151518,1.0,9.95,
PT01121203,2018-11-01,112335,1.0,3.25,
PT01121203,2018-11-01,15518,4.0,27.8,
WC03253300,2018-11-01,1176,1.0,10.95,
WC03253300,2018-11-01,130700,1.0,7.45,
WC03253300,2018-11-01,1621,1.0,8.95,
WC03253300,2018-11-01,183194,1.0,23.95,
EB01121530,2018-11-01,80370,1.0,6.65,
EB01121530,2018-11-01,150833,1.0,6.45,
AH01121547,2018-11-01,181993,1.0,12.95,
AH01121547,2018-11-01,130640,1.0,10.75,
AH01121547,2018-11-01,1213,1.0,9.25,
AH01121547,2018-11-01,136155,1.0,8.65,
AH01121547,2018-11-01,2185,1.0,11.95,
AH01121547,2018-11-01,2618,1.0,6.45,
AH01121547,2018-11-01,3062,1.0,3.65,
AH01121547,2018-11-01,3194,1.0,3.95,
AH01121547,2018-11-01,3434,1.0,4.45,
AH01121547,2018-11-01,3506,1.0,4.95,
AQ01121551,2018-11-01,43097,1.0,11.95,
AQ01121551,2018-11-01,147687,1.0,6.75,
AQ01121551,2018-11-01,147747,1.0,,
AQ01121551,2018-11-01,182005,1.0,9.95,
YY01121555,2018-11-01,24612,1.0,5.25,
WD01121235,2018-10-31,2305,1.0,17.95,
WD01121235,2018-10-31,141932,1.0,17.95,
WD01121235,2018-10-31,2558,1.0,16.45,
WD01121235,2018-10-31,3230,1.0,8.95,
WD01121235,2018-10-31,112335,1.0,3.25,
HC02392982,2018-11-11,181993,1.0,12.95,
HC02392982,2018-11-11,182041,1.0,14.95,
HC02392982,2018-11-11,112347,2.0,26.9,
HC02392982,2018-11-11,128527,1.0,11.45,
HC02392982,2018-11-11,2942,1.0,3.65,
HC02392982,2018-11-11,15014,1.0,15.95,
LA00905478,2018-11-11,2666,2.0,11.3,
LA00905478,2018-11-11,2906,1.0,7.45,
JT01964265,2018-11-11,1429,1.0,4.25,
JT01964265,2018-11-11,2582,1.0,6.95,
JT01964265,2018-11-11,3615,1.0,4.65,
YY01121354,2018-11-13,48960,1.0,17.95,
YY01121354,2018-11-13,141956,1.0,6.25,
YY01121354,2018-11-13,2762,1.0,18.65,
YV01121419,2018-11-20,2606,1.0,12.95,
YV01121419,2018-11-20,130821,1.0,12.95,
YV01121419,2018-11-20,3230,1.0,8.95,
YV01121419,2018-11-20,180792,3.0,14.85,
FO01247256,2018-11-20,2606,1.0,12.95,
FO01247256,2018-11-20,2906,1.0,7.45,
FO01247256,2018-11-20,3506,1.0,4.95,
FO01247256,2018-11-20,3530,1.0,5.95,
FO01247256,2018-11-20,3615,1.0,4.65,
FO01247256,2018-11-20,60204,1.0,5.25,
GJ02948360,2018-11-20,182281,1.0,49.95,
WA01121301,2018-11-20,2450,1.0,13.95,
WA01121301,2018-11-20,2606,1.0,12.95,
WA01121301,2018-11-20,2714,1.0,7.45,
WA01121301,2018-11-20,2942,1.0,3.65,
WA01121301,2018-11-20,3026,1.0,5.25,
WA01121301,2018-11-20,21956,1.0,4.95,
OK01121212,2018-11-27,252,1.0,7.95,
OK01121212,2018-11-27,408,1.0,9.65,
OK01121212,2018-11-27,1981,1.0,8.95,
OK01121212,2018-11-27,2594,1.0,9.95,
OK01121212,2018-11-27,130905,1.0,5.75,
OK01121212,2018-11-27,182257,2.0,-10.0,
QZ01121663,2018-12-11,2185,1.0,11.95,
QZ01121663,2018-12-11,2558,1.0,16.45,
VK02702247,2018-12-11,144336,1.0,9.45,
VK02702247,2018-12-11,3062,1.0,3.65,
VK02702247,2018-12-11,3615,1.0,4.65,
VK02702247,2018-12-11,3663,1.0,4.25,
VK02702247,2018-12-11,154484,1.0,4.5,
VK02702247,2018-12-11,185368,1.0,,
VK02702247,2018-12-11,114761,1.0,-5.0,
FK01121723,2018-12-11,864,1.0,7.45,
FK01121723,2018-12-11,81367,1.0,6.75,
FK01121723,2018-12-11,1825,1.0,6.65,
FK01121723,2018-12-11,1909,1.0,13.45,
YY01121354,2018-12-11,97957,1.0,14.65,
YY01121354,2018-12-11,3098,1.0,4.65,
YY01121354,2018-12-11,130833,1.0,4.65,
ST03356190,2018-12-21,2185,1.0,11.95,
ST03356190,2018-12-21,2558,1.0,16.45,
BZ01121543,2018-12-21,2053,2.0,13.9,
GJ02948360,2019-01-02,2666,1.0,5.65,
GJ02948360,2019-01-02,3230,1.0,8.95,
GJ02948360,2019-01-02,3326,1.0,4.95,
VY03314752,2019-01-04,189463,1.0,,
VY03314752,2019-01-04,137128,1.0,17.95,
LI01121426,2019-01-04,130640,1.0,10.75,
LI01121426,2019-01-04,1837,1.0,6.25,
LI01121426,2019-01-04,2185,1.0,11.95,
LI01121426,2019-01-04,81391,1.0,12.65,
LI01121426,2019-01-04,2666,2.0,11.3,
LI01121426,2019-01-04,30161,1.0,6.95,
LI01121426,2019-01-04,3254,3.0,17.85,
LI01121426,2019-01-04,60864,2.0,14.5,
KQ01121430,2019-01-04,122918,1.0,6.95,
KQ01121430,2019-01-04,2618,1.0,6.45,
KQ01121430,2019-01-04,96,1.0,6.95,
KQ01121430,2019-01-04,96,1.0,,
KQ01121430,2019-01-04,60204,1.0,5.25,
KQ01121430,2019-01-04,49909,1.0,6.95,
JY01121434,2019-01-04,252,1.0,7.95,
JY01121434,2019-01-04,130700,1.0,7.45,
JY01121434,2019-01-04,1729,1.0,6.25,
JY01121434,2019-01-04,2462,1.0,7.95,
JY01121434,2019-01-04,2798,1.0,13.95,
JY01121434,2019-01-04,150833,1.0,6.45,
JY01121434,2019-01-04,3110,1.0,4.35,
JY01121434,2019-01-04,30161,1.0,6.95,
JY01121434,2019-01-04,3230,1.0,8.95,
JY01121434,2019-01-04,3350,1.0,1.95,
JY01121434,2019-01-04,130857,1.0,6.25,
JY01121434,2019-01-04,3410,1.0,1.95,
JY01121434,2019-01-04,130869,1.0,3.25,
JY01121434,2019-01-04,3663,1.0,4.25,
RR01855061,2019-01-05,2486,1.0,17.95,
RR01855061,2019-01-05,2558,1.0,16.45,
RR01855061,2019-01-05,30161,1.0,6.95,
RR01855061,2019-01-05,3230,1.0,8.95,
XJ01121292,2019-01-05,1633,1.0,4.25,
XJ01121292,2019-01-05,130760,1.0,13.25,
XJ01121292,2019-01-05,124611,1.0,9.95,
XJ01121292,2019-01-05,2618,1.0,6.45,
XJ01121292,2019-01-05,2666,1.0,5.65,
ST03356190,2019-01-04,1333,1.0,5.95,
ST03356190,2019-01-04,2005,1.0,9.65,
ST03356190,2019-01-04,2185,1.0,11.95,
ST03356190,2019-01-04,2714,2.0,14.9,
ST03356190,2019-01-04,2750,1.0,17.95,
ST03356190,2019-01-04,21199,1.0,5.95,
ST03356190,2019-01-04,21956,1.0,4.95,
QP02360722,2019-01-12,188503,1.0,6.65,
QP02360722,2019-01-12,189451,1.0,,
QP02360722,2019-01-12,43962,1.0,5.95,
QP02360722,2019-01-12,188779,1.0,,
QP02360722,2019-01-12,15578,1.0,6.95,
QP02360722,2019-01-12,71733,2.0,6.25,
QP02360722,2019-01-12,188575,2.0,6.75,
QP02360722,2019-01-12,188623,2.0,6.95,
QP02360722,2019-01-12,188479,2.0,4.65,
QP02360722,2019-01-12,185872,2.0,4.65,
QP02360722,2019-01-12,188503,2.0,6.65,
QP02360722,2019-01-12,188587,1.0,6.25,
QP02360722,2019-01-12,136395,2.0,4.65,
QP02360722,2019-01-12,188551,1.0,7.65,
QP02360722,2019-01-12,187109,1.0,10.0,
QP02360722,2019-01-12,187121,1.0,4.0,
QP02360722,2019-01-12,189680,1.0,6.95,
AT01121284,2019-01-12,1068,2.0,13.3,
AT01121284,2019-01-12,130700,4.0,29.8,
AT01121284,2019-01-12,1729,2.0,12.5,
AT01121284,2019-01-12,17200,1.0,14.45,
AT01121284,2019-01-12,2606,2.0,25.9,
AT01121284,2019-01-12,2666,3.0,16.95,
AT01121284,2019-01-12,2942,4.0,14.6,
UK01121642,2019-01-23,1176,2.0,21.9,
UK01121642,2019-01-23,106352,1.0,13.75,
UK01121642,2019-01-23,2942,1.0,3.65,
UK01121642,2019-01-23,29980,1.0,3.95,
UK01121642,2019-01-23,138365,1.0,0.0,
UK01121642,2019-01-23,139362,1.0,,
TS01121646,2019-01-23,130640,1.0,10.75,
TS01121646,2019-01-23,122906,1.0,6.95,
TS01121646,2019-01-23,204,1.0,7.95,
TS01121646,2019-01-23,1909,1.0,13.45,
TS01121646,2019-01-23,2486,1.0,17.95,
TS01121646,2019-01-23,130796,1.0,13.95,
TS01121646,2019-01-23,2714,1.0,7.45,
TS01121646,2019-01-23,150641,1.0,12.95,
TS01121646,2019-01-23,2990,1.0,3.75,
TS01121646,2019-01-23,30161,1.0,6.95,
TS01121646,2019-01-23,3675,1.0,4.95,
TS01121646,2019-01-23,137620,1.0,3.95,
SG01121721,2019-01-23,191601,1.0,7.25,
SG01121721,2019-01-23,191649,1.0,7.95,
SG01121721,2019-01-23,130724,1.0,7.95,
SG01121721,2019-01-23,199998,1.0,,
SG01121721,2019-01-23,120528,1.0,10.0,
SG01121721,2019-01-23,189151,1.0,,
SG01121721,2019-01-23,178160,1.0,9.65,
SG01121721,2019-01-23,177920,1.0,9.95,
FK01121723,2019-01-23,1213,1.0,9.25,
FK01121723,2019-01-23,189019,1.0,,
FK01121723,2019-01-23,71733,1.0,6.25,
FK01121723,2019-01-23,189439,1.0,,
KN03376846,2019-01-23,2438,1.0,17.65,
KN03376846,2019-01-23,2450,1.0,13.95,
KN03376846,2019-01-23,64047,1.0,8.95,
MR01121417,2019-01-23,97717,1.0,4.95,
MR01121417,2019-01-23,1609,1.0,5.95,
MR01121417,2019-01-23,81391,1.0,12.65,
MR01121417,2019-01-23,3434,1.0,4.45,
DT03811427,2019-01-30,191601,1.0,7.25,
DT03811427,2019-01-30,540,1.0,6.85,
DT03811427,2019-01-30,1176,2.0,21.9,
DT03811427,2019-01-30,146990,2.0,9.9,
DT03811427,2019-01-30,188238,1.0,9.95,
DT03811427,2019-01-30,178160,1.0,9.65,
DT03811427,2019-01-30,191709,1.0,8.95,
DT03811427,2019-01-30,1213,2.0,18.5,
DT03811427,2019-01-30,189019,2.0,,
OM01121738,2019-01-30,1765,1.0,7.65,
OM01121738,2019-01-30,191649,2.0,15.9,
OM01121738,2019-01-30,191697,1.0,12.95,
OM01121738,2019-01-30,1213,1.0,9.25,
OM01121738,2019-01-30,189019,1.0,,
VG03993402,2019-01-30,64047,1.0,9.95,
VG03993402,2019-01-30,2666,2.0,11.7,
VG03993402,2019-01-30,2714,1.0,7.95,
VG03993402,2019-01-30,149356,1.0,2.75,
VG03993402,2019-01-30,149356,1.0,,
VG03993402,2019-01-30,114761,1.0,-5.0,
KE01121693,2019-01-30,130640,1.0,10.85,
KE01121693,2019-01-30,149836,1.0,7.75,
KE01121693,2019-01-30,17356,1.0,6.65,
KE01121693,2019-01-30,188238,1.0,9.95,
KE01121693,2019-01-30,182269,1.0,3.95,
KE01121693,2019-01-30,178160,1.0,9.65,
KE01121693,2019-01-30,189692,1.0,9.25,
KE01121693,2019-01-30,189680,1.0,6.95,
BR04076893,2019-02-05,1633,1.0,4.25,
BR04076893,2019-02-05,114989,1.0,0.0,
BR04076893,2019-02-05,191649,1.0,7.95,
BR04076893,2019-02-05,2666,2.0,11.7,
JT01964265,2019-02-14,1729,1.0,6.25,
JT01964265,2019-02-14,3615,1.0,4.65,
UQ01121511,2019-02-05,1297,1.0,6.75,
UQ01121511,2019-02-05,2341,1.0,7.95,
JP01121632,2019-02-05,1993,1.0,10.65,
JP01121632,2019-02-05,130784,1.0,6.65,
JP01121632,2019-02-05,2942,1.0,3.65,
JP01121632,2019-02-05,3615,1.0,4.65,
BR01121148,2019-02-23,2005,1.0,9.75,
BR01121148,2019-02-23,2714,2.0,15.9,
BR01121148,2019-02-23,29980,1.0,3.95,
BR01121148,2019-02-23,3663,4.0,17.0,
BR01121148,2019-02-23,137620,2.0,7.9,
DR04157676,2019-02-23,130700,1.0,7.45,
DR04157676,2019-02-23,114989,1.0,0.0,
DR04157676,2019-02-23,2462,1.0,8.45,
DR04157676,2019-02-23,2666,1.0,5.85,
DR04157676,2019-02-23,149356,1.0,2.75,
DR04157676,2019-02-23,149356,1.0,,
DR04157676,2019-02-23,137620,1.0,3.95,
DR04157676,2019-02-23,3975,1.0,5.25,
QP02360722,2019-02-23,129680,1.0,5.25,
QP02360722,2019-02-23,112263,1.0,10.95,
QP02360722,2019-02-23,188479,6.0,4.65,
QP02360722,2019-02-23,188659,1.0,,
QP02360722,2019-02-23,201920,1.0,8.65,
QP02360722,2019-02-23,201680,1.0,6.75,
MA01121220,2019-03-13,207434,1.0,8.65,
YB01121288,2019-03-07,60,1.0,6.95,
YB01121288,2019-03-07,204324,1.0,12.95,
YB01121288,2019-03-07,348,1.0,5.75,
YB01121288,2019-03-07,191601,1.0,7.25,
YB01121288,2019-03-07,3506,1.0,4.95,
GV03416838,2019-03-07,54929,1.0,6.95,
GV03416838,2019-03-07,38293,1.0,6.15,
GV03416838,2019-03-07,81391,1.0,12.95,
GV03416838,2019-03-07,150833,1.0,6.45,
GV03416838,2019-03-07,30161,1.0,6.95,
GV03416838,2019-03-07,3362,1.0,4.25,
NJ01121413,2019-03-07,204,1.0,7.95,
NJ01121413,2019-03-07,228,1.0,7.95,
NJ01121413,2019-03-07,30161,1.0,6.95,
BN03118131,2019-03-07,1525,2.0,10.5,
BN03118131,2019-03-07,1585,2.0,8.5,
BN03118131,2019-03-07,104431,2.0,11.9,
WI00804606,2019-03-20,1285,2.0,15.5,
PN03919994,2019-03-20,2558,1.0,16.45,
PN03919994,2019-03-20,2666,1.0,5.85,
TS01121646,2019-03-20,141920,1.0,7.95,
TS01121646,2019-03-20,348,1.0,5.75,
TS01121646,2019-03-20,1921,1.0,12.65,
TS01121646,2019-03-20,2185,1.0,12.25,
TS01121646,2019-03-20,2438,1.0,17.95,
TS01121646,2019-03-20,2558,1.0,16.45,
TS01121646,2019-03-20,10340,1.0,12.45,
TS01121646,2019-03-20,3675,1.0,4.95,
TS01121646,2019-03-20,137620,1.0,3.95,
GI01121184,2019-03-22,150605,2.0,13.9,
GI01121184,2019-03-22,85885,1.0,13.95,
GI01121184,2019-03-22,94580,1.0,6.25,
GI01121184,2019-03-22,191637,1.0,12.95,
OB01121207,2019-03-22,22208,1.0,15.95,
OB01121207,2019-03-22,205753,1.0,14.95,
KE01121693,2019-04-10,150593,1.0,4.65,
KE01121693,2019-04-10,1201,1.0,9.45,
KE01121693,2019-04-10,17356,1.0,6.65,
KE01121693,2019-04-10,44262,1.0,9.25,
KE01121693,2019-04-10,130845,1.0,5.25,
KE01121693,2019-04-10,60204,1.0,5.25,
KE01121693,2019-04-10,209848,1.0,5.45,
KE01121693,2019-04-10,212238,1.0,0.0,
KE01121693,2019-04-10,189692,1.0,9.25,
KE01121693,2019-04-10,209836,1.0,10.65,
PB04287462,2019-04-10,432,1.0,8.25,
PB04287462,2019-04-10,456,1.0,9.65,
PB04287462,2019-04-10,191601,1.0,7.25,
PB04287462,2019-04-10,1297,1.0,6.75,
PB04287462,2019-04-10,1633,2.0,8.5,
PB04287462,2019-04-10,114761,2.0,-10.0,
PB04287462,2019-04-10,212238,1.0,0.0,
GJ02948360,2019-04-10,112131,1.0,9.45,
OM01121738,2019-04-10,112227,1.0,9.45,
OM01121738,2019-04-10,29932,1.0,4.45,
OM01121738,2019-04-10,29980,1.0,3.95,
OM01121738,2019-04-10,177680,1.0,12.95,
SD01121585,2019-04-10,188587,6.0,6.25,
SD01121585,2019-04-10,188671,1.0,33.9,
HU01121513,2019-04-17,144336,1.0,9.65,
HU01121513,2019-04-17,130784,1.0,6.65,
LC01121557,2019-04-17,540,1.0,6.85,
LC01121557,2019-04-17,44202,1.0,3.65,
LC01121557,2019-04-17,130700,1.0,7.45,
LC01121557,2019-04-17,1729,1.0,6.25,
LC01121557,2019-04-17,130760,1.0,13.25,
LC01121557,2019-04-17,130784,1.0,6.65,
LC01121557,2019-04-17,2798,1.0,13.95,
LC01121557,2019-04-17,29980,1.0,3.95,
LC01121557,2019-04-17,150653,1.0,4.95,
LC01121557,2019-04-17,151350,1.0,4.95,
LC01121557,2019-04-17,191685,2.0,13.3,
UK01121642,2019-04-17,60,1.0,6.95,
UK01121642,2019-04-17,191145,1.0,4.95,
UK01121642,2019-04-17,54449,1.0,6.95,
UK01121642,2019-04-17,130412,1.0,6.95,
UK01121642,2019-04-17,212238,2.0,0.0,
GW01121649,2019-04-17,2558,1.0,16.45,
YY01121354,2018-10-30,948,1.0,7.45,
YY01121354,2018-10-30,122918,1.0,6.95,
YY01121354,2018-10-30,182005,1.0,9.95,
OK01121212,2018-10-30,150569,1.0,8.65,
OK01121212,2018-10-30,516,1.0,7.95,
OK01121212,2018-10-30,130700,1.0,7.45,
OK01121212,2018-10-30,74125,1.0,5.95,
OK01121212,2018-10-30,130748,2.0,10.5,
OK01121212,2018-10-30,21692,1.0,10.95,
OK01121212,2018-10-30,30197,1.0,12.45,
OK01121212,2018-10-30,2450,1.0,13.95,
OK01121212,2018-10-30,2666,1.0,5.65,
OK01121212,2018-10-30,150641,1.0,12.95,
OK01121212,2018-10-30,130845,1.0,5.25,
OK01121212,2018-10-30,14209,1.0,10.65,
UH01121708,2018-10-31,181993,1.0,12.95,
UH01121708,2018-10-31,182029,3.0,19.35,
UH01121708,2018-10-31,182005,1.0,9.95,
MP00905540,2018-11-01,181993,1.0,12.95,
EB01121530,2018-11-01,112179,1.0,6.45,
EB01121530,2018-11-01,44178,1.0,6.75,
EB01121530,2018-11-01,20743,1.0,5.25,
EB01121530,2018-11-01,130760,1.0,13.25,
PT01121203,2018-11-01,181993,1.0,12.95,
PT01121203,2018-11-01,204,1.0,7.95,
PT01121203,2018-11-01,1333,1.0,5.95,
PT01121203,2018-11-01,151338,1.0,4.25,
PT01121203,2018-11-01,128527,1.0,11.45,
RY02184810,2018-11-11,130700,1.0,7.45,
RY02184810,2018-11-11,44274,1.0,5.25,
RY02184810,2018-11-11,2798,1.0,13.95,
RY02184810,2018-11-11,2942,1.0,3.65,
JP01121632,2018-11-13,1789,3.0,10.95,
JP01121632,2018-11-13,1993,1.0,10.45,
JP01121632,2018-11-13,2618,2.0,12.9,
JP01121632,2018-11-13,2906,1.0,7.45,
HR01121377,2018-11-27,2954,1.0,3.65,
MU01121352,2018-11-27,2606,1.0,12.95,
MU01121352,2018-11-27,130821,1.0,12.95,
MU01121352,2018-11-27,49909,1.0,6.95,
XM02403572,2018-11-27,948,1.0,7.45,
XM02403572,2018-11-27,1825,1.0,6.65,
XM02403572,2018-11-27,3326,1.0,4.95,
XM02403572,2018-11-27,182257,2.0,-10.0,
XM02403572,2018-11-27,182233,2.0,22.9,
VW01121568,2018-11-27,44214,2.0,25.9,
VW01121568,2018-11-27,2017,1.0,10.95,
VW01121568,2018-11-27,2942,1.0,3.65,
VW01121568,2018-11-27,182257,3.0,-15.0,
JP01121632,2018-11-27,122906,1.0,6.95,
JP01121632,2018-11-27,1993,1.0,10.45,
JP01121632,2018-11-27,44274,2.0,10.5,
JP01121632,2018-11-27,2942,1.0,3.65,
JP01121632,2018-11-27,14209,1.0,10.65,
JP01121632,2018-11-27,182257,2.0,-10.0,
HR01121377,2018-11-27,3434,1.0,4.45,
HR01121377,2018-11-27,112299,1.0,6.95,
OK01121212,2018-12-11,30197,1.0,12.45,
OK01121212,2018-12-11,2534,2.0,19.9,
GV03452562,2018-12-11,564,1.0,7.75,
GV03452562,2018-12-11,2942,1.0,3.65,
GV03452562,2018-12-11,3254,1.0,5.95,
GV03416838,2018-12-12,1429,1.0,4.25,
GV03416838,2018-12-12,2341,1.0,7.95,
GV03416838,2018-12-12,112263,1.0,10.95,
GV03416838,2018-12-12,29980,1.0,3.95,
IK01898058,2018-12-12,149356,1.0,2.75,
GV03416838,2018-12-12,3615,2.0,9.3,
GV03416838,2018-12-12,137620,1.0,3.95,
GV03416838,2018-12-12,154484,1.0,4.5,
GV03416838,2018-12-12,185368,1.0,,
GV03416838,2018-12-12,182257,1.0,-5.0,
AT01121284,2018-12-15,81319,1.0,13.95,
AT01121284,2018-12-15,2606,1.0,12.95,
AT01121284,2018-12-15,21956,1.0,4.95,
AT01121284,2018-12-15,3975,2.0,10.5,
AT01121284,2018-12-15,182257,2.0,-10.0,
NA01121610,2018-12-20,20743,1.0,5.25,
NA01121610,2018-12-20,1297,1.0,6.75,
AE01121613,2018-12-20,948,1.0,7.45,
AE01121613,2018-12-20,1981,2.0,17.9,
AE01121613,2018-12-20,2053,1.0,6.95,
AE01121613,2018-12-20,2714,1.0,7.45,
AE01121613,2018-12-20,21956,1.0,4.95,
XJ01121292,2018-12-22,20743,1.0,5.25,
XJ01121292,2018-12-22,6773,1.0,13.65,
XJ01121292,2018-12-22,2017,1.0,10.95,
XJ01121292,2018-12-22,2618,1.0,6.45,
XJ01121292,2018-12-22,2942,2.0,7.3,
WV03701431,2019-01-04,2450,1.0,13.95,
WV03701431,2019-01-04,2594,1.0,9.95,
WV03701431,2019-01-04,3230,1.0,8.95,
WG01121169,2019-01-05,3230,1.0,8.95,
WG01121169,2019-01-05,3254,1.0,5.95,
WG01121169,2019-01-05,3350,1.0,1.95,
LA00900044,2019-01-05,150605,1.0,6.95,
LA00900044,2019-01-05,36,1.0,6.95,
LA00900044,2019-01-05,72216,1.0,6.95,
LA00900044,2019-01-05,1176,1.0,10.95,
LA00900044,2019-01-05,151758,1.0,7.95,
LA00900044,2019-01-05,151518,1.0,9.95,
LA00900044,2019-01-05,112335,1.0,3.25,
BZ01121543,2019-01-04,2053,1.0,6.95,
AT01121284,2019-01-12,60864,1.0,7.25,
AT01121284,2019-01-12,138869,1.0,0.0,
AT01121284,2019-01-12,139446,1.0,,
XG01518449,2019-01-12,136155,1.0,8.65,
XG01518449,2019-01-12,2630,1.0,12.95,
XG01518449,2019-01-12,2762,1.0,18.65,
XG01518449,2019-01-12,2942,1.0,3.65,
XG01518449,2019-01-12,29956,1.0,4.65,
XG01518449,2019-01-12,3386,2.0,4.9,
XG01518449,2019-01-12,60864,1.0,7.25,
XG01518449,2019-01-12,43926,1.0,8.75,
XG01518449,2019-01-12,21956,1.0,4.95,
XG01518449,2019-01-12,137620,1.0,3.95,
XG01518449,2019-01-12,14209,1.0,10.65,
XG01518449,2019-01-12,4023,1.0,6.95,
QS02413287,2019-01-12,30101,1.0,7.95,
QS02413287,2019-01-12,49885,1.0,12.95,
QS02413287,2019-01-12,130724,1.0,7.95,
QS02413287,2019-01-12,199998,1.0,,
QS02413287,2019-01-12,3326,1.0,4.95,
QS02413287,2019-01-12,3482,1.0,5.25,
QS02413287,2019-01-12,3506,1.0,4.95,
QS02413287,2019-01-12,185128,1.0,4.95,
QS02413287,2019-01-12,137620,1.0,3.95,
QS02413287,2019-01-12,189692,1.0,9.25,
QS02413287,2019-01-12,189680,1.0,6.95,
EB01121530,2019-01-24,20743,1.0,5.25,
EB01121530,2019-01-24,146990,1.0,4.95,
EB01121530,2019-01-24,129680,1.0,5.25,
EB01121530,2019-01-24,1789,1.0,3.65,
EB01121530,2019-01-24,2462,1.0,7.95,
EB01121530,2019-01-24,130724,1.0,7.95,
EB01121530,2019-01-24,199998,1.0,,
AH01121547,2019-01-24,130640,1.0,10.75,
AH01121547,2019-01-24,6773,1.0,13.65,
AH01121547,2019-01-24,2005,1.0,9.65,
AH01121547,2019-01-24,2462,1.0,7.95,
AH01121547,2019-01-24,191649,1.0,7.95,
AH01121547,2019-01-24,1213,1.0,9.25,
